525,209,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0
474,105,227,28,0,0,0,0,0,0,0,0,0,0,0,0,0,154,12,0,0,0,0,0,0,0,0,0,0,0,0
196,50,391,194,0,0,0,0,0,0,0,0,0,0,0,0,13,149,7,0,0,0,0,0,0,0,0,0,0,0,0
33,10,192,476,39,10,1,0,0,0,0,0,0,0,0,0,198,41,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,5,94,247,207,113,35,14,0,0,0,0,0,0,3,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,39,226,238,211,69,41,0,0,0,1,0,0,5,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,3,109,222,274,169,161,0,0,0,3,0,0,13,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,42,105,248,232,323,0,0,0,6,1,0,37,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4,46,155,223,460,0,0,0,10,1,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,6,44,148,207,485,0,0,0,9,2,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,7,46,143,212,492,0,0,0,8,1,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,7,48,147,221,470,0,0,0,9,1,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,673,49,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,211,789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,9,27,71,391,0,0,0,101,36,3,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,6,82,309,141,92,29,14,5,0,0,0,1,0,0,1,289,12,1,0,0,0,0,0,0,0,0,0,0,0,0
344,87,289,83,0,0,0,0,0,0,0,0,0,0,0,0,1,186,10,0,0,0,0,0,0,0,0,0,0,0,0
163,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,776,0,0,56,0,0,0,0,0,0,0,0,0
146,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,791,0,0,57,0,0,0,0,0,0,0,0,0
161,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,779,0,0,53,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,700,25,2,0,0,206,3,2,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,259,157,0,0,255,59,59,73,133
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,670,0,0,5,22,26,53,188
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,983,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,147,3,0,0,667,13,7,14,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,23,0,0,21,141,130,145,167
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,37,0,0,0,158,146,185,280
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,39,0,0,0,119,161,217,322
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,283,0,0,1,60,77,118,385
