1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,406,0,0,0,0,0,0,0,0,0,0,0,0,0,11,34,63,98,0,0,75,51,12,0,0,64,30,22,9,3
1,22,395,0,0,0,0,0,0,0,0,0,0,0,0,148,10,18,21,0,0,19,27,20,166,89,14,11,22,9,8
0,0,0,426,29,2,0,0,0,0,0,0,0,241,301,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,532,171,122,33,43,14,0,0,36,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,390,207,154,48,87,49,0,0,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,145,217,202,57,159,140,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,14,158,209,75,179,254,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,49,189,88,218,353,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,41,233,716,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,27,180,191,77,180,236,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,130,307,34,10,0,0,0,0,0,3,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,173,2,0,0,0,0,0,0,0,0,32,612,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0
12,107,117,0,0,0,0,0,0,0,0,0,0,0,0,255,18,30,45,0,0,33,45,45,157,1,47,33,34,12,9
35,266,3,0,0,0,0,0,0,0,0,0,0,0,0,137,26,52,80,0,0,67,73,34,31,0,68,48,50,14,16
125,354,0,0,0,0,0,0,0,0,0,0,0,0,0,24,34,58,93,0,0,84,63,14,1,0,66,39,25,11,9
86,334,0,0,0,0,0,0,0,0,0,0,0,0,0,59,18,50,81,0,0,70,89,27,5,0,72,59,31,10,9
80,345,0,0,0,0,0,0,0,0,0,0,0,0,0,62,32,44,86,0,0,78,80,21,4,0,66,38,42,15,7
79,325,0,0,0,0,0,0,0,0,0,0,0,0,0,61,37,71,93,0,0,79,75,24,2,0,62,43,31,13,5
65,265,3,0,0,0,0,0,0,0,0,0,0,0,0,114,28,35,79,0,0,76,83,37,24,0,78,49,37,16,11
35,192,18,0,0,0,0,0,0,0,0,0,0,0,0,217,30,41,62,0,0,53,57,49,74,0,54,51,34,21,12
17,127,80,0,0,0,0,0,0,0,0,0,0,0,0,220,19,29,48,0,0,53,47,44,153,0,41,46,44,16,16
1,21,373,0,0,0,0,0,0,0,0,0,0,0,0,140,13,12,24,0,0,20,31,18,190,97,16,13,19,8,4
0,0,153,1,0,0,0,0,0,0,0,0,0,0,40,14,0,0,0,0,0,0,2,2,28,754,2,2,2,0,0
39,259,7,0,0,0,0,0,0,0,0,0,0,0,0,147,28,37,71,0,0,64,62,53,31,0,68,60,45,21,8
17,184,32,0,0,0,0,0,0,0,0,0,0,0,0,230,26,28,62,0,0,59,53,35,93,0,50,47,51,20,13
14,172,56,0,0,0,0,0,0,0,0,0,0,0,0,216,16,28,57,0,0,41,68,54,127,0,45,42,26,19,19
17,152,71,0,0,0,0,0,0,0,0,0,0,0,0,240,24,27,52,0,0,49,54,42,126,0,41,50,29,14,12
11,137,67,0,0,0,0,0,0,0,0,0,0,0,0,237,19,30,55,0,0,45,57,37,139,0,53,36,41,21,15
