877,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,176,69,0,0,0,0,0,0,0,0,0,0,0,0,92,17,18,27,0,0,33,41,21,44,4,28,32,23,9,4
193,65,62,3,3,0,0,0,0,4,2,6,0,4,18,78,8,7,23,0,0,12,15,10,192,246,15,11,7,8,8
5,0,2,199,77,27,21,3,13,99,37,7,4,119,268,2,0,0,1,0,0,0,0,0,3,113,0,0,0,0,0
0,0,0,46,224,70,58,15,50,274,4,0,18,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,12,229,86,58,17,60,326,1,0,21,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,257,103,64,27,69,369,0,0,34,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,225,105,84,28,84,414,0,0,41,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,161,127,86,26,94,473,0,0,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,16,69,108,49,110,599,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,220,121,74,36,65,429,0,0,29,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,170,163,55,30,16,27,197,21,0,14,270,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,4,3,152,48,13,6,3,10,69,49,17,6,105,275,7,0,0,1,0,0,1,2,0,17,197,2,0,0,0,0
249,111,88,1,0,0,0,0,0,0,0,1,0,0,3,105,8,16,25,0,0,18,27,8,177,113,12,12,15,8,3
273,150,95,0,0,0,0,0,0,0,0,0,0,0,0,119,16,20,36,0,0,21,29,13,120,32,19,20,18,12,7
341,165,65,0,0,0,0,0,0,0,0,0,0,0,0,120,16,27,34,0,0,31,36,20,60,5,25,27,18,7,3
338,159,70,0,0,0,0,0,0,0,0,0,0,0,0,111,17,24,32,0,0,24,41,23,79,6,23,21,20,6,6
322,146,79,0,0,0,0,0,0,0,0,0,0,0,0,107,13,20,37,0,0,32,39,17,86,12,30,28,13,12,7
328,142,77,0,0,0,0,0,0,0,0,0,0,0,0,102,11,25,45,0,0,41,27,17,81,17,28,22,19,15,3
295,145,82,0,0,0,0,0,0,0,0,0,0,0,0,104,10,24,32,0,0,26,31,23,109,31,28,29,15,10,6
277,121,100,0,0,0,0,0,0,0,0,0,0,0,2,94,12,21,32,0,0,18,36,17,147,58,23,14,6,11,11
251,101,105,2,0,0,0,0,0,0,0,2,0,1,2,96,7,19,22,0,0,25,12,12,190,86,17,22,11,8,9
193,54,69,4,1,1,0,0,0,5,5,6,0,5,24,70,7,2,18,0,0,8,14,7,190,275,11,9,10,6,6
90,25,22,38,11,5,4,3,2,16,27,25,0,14,132,30,2,1,3,0,0,5,11,7,112,402,6,4,2,1,0
289,125,79,0,0,0,0,0,0,0,0,0,0,0,0,135,13,14,36,0,0,23,38,19,123,32,20,22,22,4,6
273,106,89,0,0,0,0,0,0,0,0,0,0,0,1,93,12,18,23,0,0,21,21,14,176,75,24,24,11,15,4
259,110,103,2,0,1,0,0,0,0,0,1,0,0,2,89,8,19,28,0,0,19,22,9,173,87,20,21,17,4,6
245,108,85,1,0,0,0,0,0,0,0,2,0,0,0,89,14,16,27,0,0,19,23,13,191,91,29,23,17,2,5
250,100,106,4,0,0,0,0,0,0,0,0,0,0,1,98,6,16,27,0,0,15,22,9,188,88,20,21,11,11,7
